"covariateId","covariateName","analysisId","conceptId","covariateValue"
12003,"age group:  60 -  64",3,0,2.77084634862426
11003,"age group:  55 -  59",3,0,2.6323462820864
10003,"age group:  50 -  54",3,0,2.31870827363471
9003,"age group:  45 -  49",3,0,1.81262372605935
7003,"age group:  35 -  39",3,0,1.71837524999274
8003,"age group:  40 -  44",3,0,1.66471813591725
6003,"age group:  30 -  34",3,0,1.21485791402367
22615,"Cohort_covariate during day -99999 through 0 days relative to index:  Dementia  ",456,-1,-0.929704533511333
8507001,"gender = MALE",1,8507,0.881383315326354
22605,"Cohort_covariate during day -183 through -4 days relative to index:  Coxib  ",456,-1,-0.799330187324673
22612,"Cohort_covariate during day -99999 through 0 days relative to index:  Obesity  ",456,-1,0.516799800308473
22611,"Cohort_covariate during day -99999 through 0 days relative to index:  Heart_disease  ",456,-1,-0.473519689087602
22614,"Cohort_covariate during day -99999 through 0 days relative to index:  Malignant_neoplastic_disease  ",456,-1,0.471374103602908
3003,"age group:  15 -  19",3,0,-0.463784080227644
22607,"Cohort_covariate during day -183 through -4 days relative to index:  Tamoxifen  ",456,-1,-0.43249017096244
22604,"Cohort_covariate during day -183 through -4 days relative to index:  Corticosteroids  ",456,-1,0.417924713728703
22616,"Cohort_covariate during day -99999 through 0 days relative to index:  Chronic_obstructive_lung_disease  ",456,-1,0.382340467249274
22590,"Cohort_covariate during day -99999 through 0 days relative to index:  Autoimmune_disease  ",456,-1,0.335644878709014
22613,"Cohort_covariate during day -99999 through 0 days relative to index:  Diabetes_mellitus  ",456,-1,0.334942429310552
22603,"Cohort_covariate during day -183 through -4 days relative to index:  Antithrombotic_agent  ",456,-1,0.317425830193955
22617,"Cohort_covariate during day -99999 through 0 days relative to index:  Renal_impairment  ",456,-1,0.212157629261029
22592,"Cohort_covariate during day -99999 through 0 days relative to index:  Asthma  ",456,-1,0.196833065095243
22591,"Cohort_covariate during day -99999 through 0 days relative to index:  Atrial_fibrillation  ",456,-1,-0.178517757870014
22593,"Cohort_covariate during day -99999 through 0 days relative to index:  Thrombophilia  ",456,-1,-0.0992391488893933
22606,"Cohort_covariate during day -183 through -4 days relative to index:  Antiinflammatory  ",456,-1,0.0880270237122508
22608,"Cohort_covariate during day -183 through -4 days relative to index:  Hormonal_contraceptives  ",456,-1,-0.0770629599014261
22609,"Cohort_covariate during day -183 through -4 days relative to index:  Antineoplastic_immunomodulating  ",456,-1,-0.0543649301232942
22618,"Cohort_covariate during day -99999 through 0 days relative to index:  Hypertensive_disorder  ",456,-1,-0.0486087041311625
22610,"Cohort_covariate during day -183 through -4 days relative to index:  Lipid_modifying_agent  ",456,-1,0.0171914172215888
5003,"age group:  25 -  29",3,0,0.0150503231101815
22598,"Cohort_covariate during day -183 through -4 days relative to index:  Sex_hormones_modulators  ",456,-1,0.0110452158839779
4003,"age group:  20 -  24",3,0,0
8532001,"gender = FEMALE",1,8532,0
22594,"Cohort_covariate during day -99999 through 0 days relative to index:  Antiphospholipid_syndrome  ",456,-1,0
