"covariateId","covariateName","analysisId","conceptId","covariateValue"
20003,"age group: 100 - 104",3,0,2.84132622439022
16003,"age group:  80 -  84",3,0,2.635591645216
15003,"age group:  75 -  79",3,0,2.37459240808775
14003,"age group:  70 -  74",3,0,2.05458764583037
17003,"age group:  85 -  89",3,0,1.58583442382337
8003,"age group:  40 -  44",3,0,-1.52710862277546
6003,"age group:  30 -  34",3,0,-1.43702740531403
13003,"age group:  65 -  69",3,0,1.39913175470932
19003,"age group:  95 -  99",3,0,1.1516014207481
22598,"Cohort_covariate during day -183 through -4 days relative to index:  Sex_hormones_modulators  ",456,-1,-1.09063095820482
22610,"Cohort_covariate during day -183 through -4 days relative to index:  Lipid_modifying_agent  ",456,-1,-0.939738757745833
22612,"Cohort_covariate during day -99999 through 0 days relative to index:  Obesity  ",456,-1,-0.690545763555233
22618,"Cohort_covariate during day -99999 through 0 days relative to index:  Hypertensive_disorder  ",456,-1,0.666347927282421
22615,"Cohort_covariate during day -99999 through 0 days relative to index:  Dementia  ",456,-1,0.578113454026926
22606,"Cohort_covariate during day -183 through -4 days relative to index:  Antiinflammatory  ",456,-1,0.576613787061439
7003,"age group:  35 -  39",3,0,-0.478421417945621
22613,"Cohort_covariate during day -99999 through 0 days relative to index:  Diabetes_mellitus  ",456,-1,0.42547720117802
22604,"Cohort_covariate during day -183 through -4 days relative to index:  Corticosteroids  ",456,-1,0.365379084055007
3003,"age group:  15 -  19",3,0,-0.320392201880947
22590,"Cohort_covariate during day -99999 through 0 days relative to index:  Autoimmune_disease  ",456,-1,0.320306415983953
18003,"age group:  90 -  94",3,0,0.253023370116325
22609,"Cohort_covariate during day -183 through -4 days relative to index:  Antineoplastic_immunomodulating  ",456,-1,-0.241603091306221
22614,"Cohort_covariate during day -99999 through 0 days relative to index:  Malignant_neoplastic_disease  ",456,-1,0.222779218613477
10003,"age group:  50 -  54",3,0,-0.184682146833619
22603,"Cohort_covariate during day -183 through -4 days relative to index:  Antithrombotic_agent  ",456,-1,-0.181155185002579
22605,"Cohort_covariate during day -183 through -4 days relative to index:  Coxib  ",456,-1,-0.132112130837335
12003,"age group:  60 -  64",3,0,0.084763835101876
8507001,"gender = MALE",1,8507,-0.0178287657746754
22617,"Cohort_covariate during day -99999 through 0 days relative to index:  Renal_impairment  ",456,-1,0.0140846875346484
21003,"age group: 105 - 109",3,0,0
4003,"age group:  20 -  24",3,0,0
5003,"age group:  25 -  29",3,0,0
9003,"age group:  45 -  49",3,0,0
11003,"age group:  55 -  59",3,0,0
8532001,"gender = FEMALE",1,8532,0
22591,"Cohort_covariate during day -99999 through 0 days relative to index:  Atrial_fibrillation  ",456,-1,0
22592,"Cohort_covariate during day -99999 through 0 days relative to index:  Asthma  ",456,-1,0
22593,"Cohort_covariate during day -99999 through 0 days relative to index:  Thrombophilia  ",456,-1,0
22594,"Cohort_covariate during day -99999 through 0 days relative to index:  Antiphospholipid_syndrome  ",456,-1,0
22611,"Cohort_covariate during day -99999 through 0 days relative to index:  Heart_disease  ",456,-1,0
22616,"Cohort_covariate during day -99999 through 0 days relative to index:  Chronic_obstructive_lung_disease  ",456,-1,0
22608,"Cohort_covariate during day -183 through -4 days relative to index:  Hormonal_contraceptives  ",456,-1,0
22607,"Cohort_covariate during day -183 through -4 days relative to index:  Tamoxifen  ",456,-1,0
