"covariateId","covariateName","analysisId","conceptId","covariateValue"
7003,"age group:  35 -  39",3,0,-1.4225005757045
6003,"age group:  30 -  34",3,0,-1.41277972771506
5003,"age group:  25 -  29",3,0,-1.36517862842184
18003,"age group:  90 -  94",3,0,1.13289575463879
13003,"age group:  65 -  69",3,0,1.02144047716652
19003,"age group:  95 -  99",3,0,0.966549489950893
12003,"age group:  60 -  64",3,0,0.94222048553909
17003,"age group:  85 -  89",3,0,0.941855484388956
16003,"age group:  80 -  84",3,0,0.931025287988361
15003,"age group:  75 -  79",3,0,0.816394433836973
8003,"age group:  40 -  44",3,0,-0.7958157571998
22611,"Cohort_covariate during day -99999 through 0 days relative to index:  Heart_disease  ",456,-1,0.708359218339415
22618,"Cohort_covariate during day -99999 through 0 days relative to index:  Hypertensive_disorder  ",456,-1,0.698917968069421
22608,"Cohort_covariate during day -183 through -4 days relative to index:  Hormonal_contraceptives  ",456,-1,-0.662837444163252
8507001,"gender = MALE",1,8507,0.604042921252473
22617,"Cohort_covariate during day -99999 through 0 days relative to index:  Renal_impairment  ",456,-1,0.543259961671091
22615,"Cohort_covariate during day -99999 through 0 days relative to index:  Dementia  ",456,-1,-0.509049686903937
22604,"Cohort_covariate during day -183 through -4 days relative to index:  Corticosteroids  ",456,-1,-0.501309399466182
9003,"age group:  45 -  49",3,0,-0.455245199800554
22603,"Cohort_covariate during day -183 through -4 days relative to index:  Antithrombotic_agent  ",456,-1,0.409115412107156
22614,"Cohort_covariate during day -99999 through 0 days relative to index:  Malignant_neoplastic_disease  ",456,-1,0.324876899683267
3003,"age group:  15 -  19",3,0,-0.300528869794459
22612,"Cohort_covariate during day -99999 through 0 days relative to index:  Obesity  ",456,-1,0.24742958297033
22609,"Cohort_covariate during day -183 through -4 days relative to index:  Antineoplastic_immunomodulating  ",456,-1,0.228875254571599
11003,"age group:  55 -  59",3,0,0.202720596068361
22613,"Cohort_covariate during day -99999 through 0 days relative to index:  Diabetes_mellitus  ",456,-1,-0.161921726516308
22616,"Cohort_covariate during day -99999 through 0 days relative to index:  Chronic_obstructive_lung_disease  ",456,-1,0.157221389206228
22598,"Cohort_covariate during day -183 through -4 days relative to index:  Sex_hormones_modulators  ",456,-1,-0.155489521999748
22592,"Cohort_covariate during day -99999 through 0 days relative to index:  Asthma  ",456,-1,-0.0895822395083175
10003,"age group:  50 -  54",3,0,0.0295725763586008
22591,"Cohort_covariate during day -99999 through 0 days relative to index:  Atrial_fibrillation  ",456,-1,-0.0111586917002119
22590,"Cohort_covariate during day -99999 through 0 days relative to index:  Autoimmune_disease  ",456,-1,0.00862803951213163
21003,"age group: 105 - 109",3,0,0
4003,"age group:  20 -  24",3,0,0
14003,"age group:  70 -  74",3,0,0
20003,"age group: 100 - 104",3,0,0
8532001,"gender = FEMALE",1,8532,0
22593,"Cohort_covariate during day -99999 through 0 days relative to index:  Thrombophilia  ",456,-1,0
22594,"Cohort_covariate during day -99999 through 0 days relative to index:  Antiphospholipid_syndrome  ",456,-1,0
22606,"Cohort_covariate during day -183 through -4 days relative to index:  Antiinflammatory  ",456,-1,0
22605,"Cohort_covariate during day -183 through -4 days relative to index:  Coxib  ",456,-1,0
22610,"Cohort_covariate during day -183 through -4 days relative to index:  Lipid_modifying_agent  ",456,-1,0
22607,"Cohort_covariate during day -183 through -4 days relative to index:  Tamoxifen  ",456,-1,0
