"covariateId","covariateName","analysisId","conceptId","covariateValue"
20003,"age group: 100 - 104",3,0,3.96808221300843
19003,"age group:  95 -  99",3,0,3.19817251427412
18003,"age group:  90 -  94",3,0,2.88876009435305
17003,"age group:  85 -  89",3,0,2.64007726275946
15003,"age group:  75 -  79",3,0,2.59118141961991
6003,"age group:  30 -  34",3,0,-2.54624563340535
7003,"age group:  35 -  39",3,0,-2.53959870604999
13003,"age group:  65 -  69",3,0,2.38830519483963
16003,"age group:  80 -  84",3,0,2.35791409531797
12003,"age group:  60 -  64",3,0,2.20621326081793
14003,"age group:  70 -  74",3,0,2.12609758308634
22607,"Cohort_covariate during day -183 through -4 days relative to index:  Tamoxifen  ",456,-1,1.83938168626833
22615,"Cohort_covariate during day -99999 through 0 days relative to index:  Dementia  ",456,-1,-1.54248421940772
22605,"Cohort_covariate during day -183 through -4 days relative to index:  Coxib  ",456,-1,-1.52002355570131
3003,"age group:  15 -  19",3,0,-1.44639992070345
10003,"age group:  50 -  54",3,0,1.28349185923872
11003,"age group:  55 -  59",3,0,1.2293935649294
22590,"Cohort_covariate during day -99999 through 0 days relative to index:  Autoimmune_disease  ",456,-1,0.838563414448865
22604,"Cohort_covariate during day -183 through -4 days relative to index:  Corticosteroids  ",456,-1,-0.775575590026562
8507001,"gender = MALE",1,8507,0.751028903452114
22618,"Cohort_covariate during day -99999 through 0 days relative to index:  Hypertensive_disorder  ",456,-1,0.625785716857976
8003,"age group:  40 -  44",3,0,-0.618986418751501
5003,"age group:  25 -  29",3,0,-0.585724554548537
22616,"Cohort_covariate during day -99999 through 0 days relative to index:  Chronic_obstructive_lung_disease  ",456,-1,0.555513799093852
9003,"age group:  45 -  49",3,0,0.554783800025849
22591,"Cohort_covariate during day -99999 through 0 days relative to index:  Atrial_fibrillation  ",456,-1,0.456382399219484
22603,"Cohort_covariate during day -183 through -4 days relative to index:  Antithrombotic_agent  ",456,-1,0.435399202122747
22617,"Cohort_covariate during day -99999 through 0 days relative to index:  Renal_impairment  ",456,-1,0.384160619361735
22612,"Cohort_covariate during day -99999 through 0 days relative to index:  Obesity  ",456,-1,-0.383239905672359
22613,"Cohort_covariate during day -99999 through 0 days relative to index:  Diabetes_mellitus  ",456,-1,-0.367291043651819
22598,"Cohort_covariate during day -183 through -4 days relative to index:  Sex_hormones_modulators  ",456,-1,-0.283213411479571
22606,"Cohort_covariate during day -183 through -4 days relative to index:  Antiinflammatory  ",456,-1,0.178183751123248
22611,"Cohort_covariate during day -99999 through 0 days relative to index:  Heart_disease  ",456,-1,-0.134400087272555
22592,"Cohort_covariate during day -99999 through 0 days relative to index:  Asthma  ",456,-1,0.127060965768906
22610,"Cohort_covariate during day -183 through -4 days relative to index:  Lipid_modifying_agent  ",456,-1,-0.126267645902389
22609,"Cohort_covariate during day -183 through -4 days relative to index:  Antineoplastic_immunomodulating  ",456,-1,0.017673203808461
21003,"age group: 105 - 109",3,0,0
4003,"age group:  20 -  24",3,0,0
8532001,"gender = FEMALE",1,8532,0
22593,"Cohort_covariate during day -99999 through 0 days relative to index:  Thrombophilia  ",456,-1,0
22594,"Cohort_covariate during day -99999 through 0 days relative to index:  Antiphospholipid_syndrome  ",456,-1,0
22614,"Cohort_covariate during day -99999 through 0 days relative to index:  Malignant_neoplastic_disease  ",456,-1,0
22608,"Cohort_covariate during day -183 through -4 days relative to index:  Hormonal_contraceptives  ",456,-1,0
