"covariateId","covariateName","analysisId","conceptId","covariateValue"
20003,"age group: 100 - 104",3,0,3.92399785194955
17003,"age group:  85 -  89",3,0,2.31822433136846
16003,"age group:  80 -  84",3,0,2.24640592221719
14003,"age group:  70 -  74",3,0,2.1607682747713
15003,"age group:  75 -  79",3,0,1.90942995362859
6003,"age group:  30 -  34",3,0,-1.72115844167032
13003,"age group:  65 -  69",3,0,1.41552050654711
22607,"Cohort_covariate during day -183 through -4 days relative to index:  Tamoxifen  ",456,-1,1.27596688812905
18003,"age group:  90 -  94",3,0,1.25266868022655
22610,"Cohort_covariate during day -183 through -4 days relative to index:  Lipid_modifying_agent  ",456,-1,-1.01893598191064
22598,"Cohort_covariate during day -183 through -4 days relative to index:  Sex_hormones_modulators  ",456,-1,-0.838498686928475
7003,"age group:  35 -  39",3,0,-0.79969836301282
22616,"Cohort_covariate during day -99999 through 0 days relative to index:  Chronic_obstructive_lung_disease  ",456,-1,0.736706714455791
3003,"age group:  15 -  19",3,0,-0.616997407323242
22613,"Cohort_covariate during day -99999 through 0 days relative to index:  Diabetes_mellitus  ",456,-1,0.589719730743254
11003,"age group:  55 -  59",3,0,0.513438769902351
22618,"Cohort_covariate during day -99999 through 0 days relative to index:  Hypertensive_disorder  ",456,-1,0.507527691330606
22590,"Cohort_covariate during day -99999 through 0 days relative to index:  Autoimmune_disease  ",456,-1,0.399789499808581
8003,"age group:  40 -  44",3,0,-0.330236733263117
22591,"Cohort_covariate during day -99999 through 0 days relative to index:  Atrial_fibrillation  ",456,-1,0.310856248730195
10003,"age group:  50 -  54",3,0,0.265785496299069
8507001,"gender = MALE",1,8507,0.221340797489269
12003,"age group:  60 -  64",3,0,0.143890688394759
22606,"Cohort_covariate during day -183 through -4 days relative to index:  Antiinflammatory  ",456,-1,0.0839060777751748
22612,"Cohort_covariate during day -99999 through 0 days relative to index:  Obesity  ",456,-1,0.0809861160419062
22614,"Cohort_covariate during day -99999 through 0 days relative to index:  Malignant_neoplastic_disease  ",456,-1,-0.0369949730820354
22604,"Cohort_covariate during day -183 through -4 days relative to index:  Corticosteroids  ",456,-1,-0.0359347879558749
22611,"Cohort_covariate during day -99999 through 0 days relative to index:  Heart_disease  ",456,-1,0.0356002833040761
22615,"Cohort_covariate during day -99999 through 0 days relative to index:  Dementia  ",456,-1,0.0315321330924319
22603,"Cohort_covariate during day -183 through -4 days relative to index:  Antithrombotic_agent  ",456,-1,-0.00903648465040439
22609,"Cohort_covariate during day -183 through -4 days relative to index:  Antineoplastic_immunomodulating  ",456,-1,-0.00593951827750742
21003,"age group: 105 - 109",3,0,0
19003,"age group:  95 -  99",3,0,0
4003,"age group:  20 -  24",3,0,0
5003,"age group:  25 -  29",3,0,0
9003,"age group:  45 -  49",3,0,0
8532001,"gender = FEMALE",1,8532,0
22592,"Cohort_covariate during day -99999 through 0 days relative to index:  Asthma  ",456,-1,0
22593,"Cohort_covariate during day -99999 through 0 days relative to index:  Thrombophilia  ",456,-1,0
22594,"Cohort_covariate during day -99999 through 0 days relative to index:  Antiphospholipid_syndrome  ",456,-1,0
22617,"Cohort_covariate during day -99999 through 0 days relative to index:  Renal_impairment  ",456,-1,0
22605,"Cohort_covariate during day -183 through -4 days relative to index:  Coxib  ",456,-1,0
22608,"Cohort_covariate during day -183 through -4 days relative to index:  Hormonal_contraceptives  ",456,-1,0
